        15 
         1      2.859322586925e+04      6.622404336774e+04      0.000000000000e+00
         2      4.048924614306e+04      6.492534468750e+04      0.000000000000e+00
         3      5.412125074712e+04      6.099245613194e+04      0.000000000000e+00
         4      5.618043055512e+04      7.760906451514e+04      0.000000000000e+00
         5      9.415975900106e+04      7.721105310183e+04      0.000000000000e+00
         6      1.180473925282e+05      7.681589837724e+04      0.000000000000e+00
         7      1.323894192896e+05      6.538961502797e+04      0.000000000000e+00
         8      1.332550438119e+05      6.262893873051e+04      0.000000000000e+00
         9      1.601756996992e+05      5.517846771772e+04      0.000000000000e+00
        10      2.297928699758e+05      5.881431910943e+04      0.000000000000e+00
        11      2.707682177358e+05      7.404783874464e+04      0.000000000000e+00
        12      3.270701775040e+05      6.979821699378e+04      0.000000000000e+00
        13      3.365769045473e+05      6.241232898557e+04      0.000000000000e+00
        14      3.456478860378e+05      5.560650002378e+04      0.000000000000e+00
        15      3.899975030743e+05      6.317518708907e+04      0.000000000000e+00
