        34 
             1   -120.0220000     34.3950000      4.4000000  
             2   -116.1620000     32.5850000      4.1500000  
             3   -118.7910000     32.9750000      4.3000000  
             4   -116.5260000     35.7470000      4.3400000  
             5   -119.1780000     35.0270000      5.1500000  
             6   -117.8740000     36.0160000      5.1000000  
             7   -117.9930000     34.2700000      5.8000000  
             8   -117.9180000     32.3290000      5.2700000  
             9   -116.8190000     34.9710000      5.2600000  
            10   -116.5140000     33.5080000      5.0900000  
            11   -118.5370000     34.2130000      6.7000000  
            12   -116.4370000     34.2000000      7.3000000  
            13   -116.2710000     34.5940000      7.1000000  
            14   -119.3300000     33.6660000      4.6000000  
            15   -118.0670000     35.2100000      5.6700000  
            16   -118.6240000     35.3900000      5.0400000  
            17   -116.8030000     33.0700000      4.2700000  
            18   -119.9170000     35.9990000      4.2300000  
            19   -115.7000000     33.3170000      4.1100000  
            20   -116.8270000     34.2030000      6.3000000  
            21   -117.6480000     34.3740000      4.4000000  
            22   -117.8180000     32.9850000      4.2700000  
            23   -120.4760000     35.9120000      4.8800000  
            24   -118.5560000     34.4970000      4.1300000  
            25   -117.3840000     32.0160000      4.0600000  
            26   -116.7170000     33.6320000      4.1500000  
            27   -121.4520000     35.8100000      5.0100000  
            28   -115.0100000     32.0040000      4.8900000  
            29   -114.8840000     32.2780000      4.0600000  
            30   -115.5020000     32.8960000      4.1100000  
            31   -115.2330000     32.2720000      4.8000000  
            32   -116.3350000     36.6940000      4.8700000  
            33   -120.0740000     36.4200000      4.0300000  
            34   -116.9030000     36.4860000      4.0400000  
