        25 
             1  -116.1620000    32.5850000     0.0000000
             2  -118.7910000    32.9750000     0.0000000
             3  -116.5260000    35.7470000     0.0000000
             4  -119.1780000    35.0270000     0.0000000
             5  -117.9930000    34.2700000     0.0000000
             6  -116.4370000    34.2000000     0.0000000
             7  -117.8740000    36.0160000     0.0000000
             8  -117.6480000    34.3740000     0.0000000
             9  -117.9180000    32.3290000     0.0000000
            10  -119.3300000    33.6660000     0.0000000
            11  -119.9170000    35.9990000     0.0000000
            12  -116.2710000    34.5940000     0.0000000
            13  -115.2330000    32.2720000     0.0000000
            14  -118.5370000    34.2130000     0.0000000
            15  -117.8180000    32.9850000     0.0000000
            16  -115.5020000    32.8960000     0.0000000
            17  -118.6240000    35.3900000     0.0000000
            18  -116.8190000    34.9710000     0.0000000
            19  -116.5140000    33.5080000     0.0000000
            20  -118.5560000    34.4970000     0.0000000
            21  -118.0670000    35.2100000     0.0000000
            22  -116.7170000    33.6320000     0.0000000
            23  -116.8030000    33.0700000     0.0000000
            24  -115.7000000    33.3170000     0.0000000
            25  -116.8270000    34.2030000     0.0000000
