 -3.536835037163e-01 -2.386685777941e+02 -1.924548663627e+03
 -1.881576167538e-01 -1.042879043462e+02 -5.339549004841e+01
 -2.277842775899e-02  4.890166921559e+02  1.486799867792e+03
  1.904860781068e-01  1.466610751464e+03  8.225874607935e+02
  2.977253191260e-01  1.463891872924e+03 -3.323701514803e+03
  1.760292362496e-01  6.509873245940e+02 -1.205978299711e+03
 -2.354483040599e-01 -8.672916261062e+02 -2.633583938356e+02
 -4.053812296059e-02  1.238918609589e+03 -1.274503992146e+03
  1.063281279690e-01 -6.524093722175e+02 -9.133714195961e+02
 -1.881159312061e-01 -3.038375050267e+03  4.390025628386e+02
  1.590961434494e-01  5.320958961441e+02 -2.129866153020e+02
  5.486779578383e-03 -1.132837148733e+03 -3.192951815800e+03
  9.821927425374e-02  4.533744206902e+02  2.514603479788e+03
 -1.325931037854e-01 -1.338958420396e+03  1.894042185975e+03
  2.205036528620e-01 -1.175893596315e+03  3.235857062970e+02
  2.891277920173e-01  5.709607091382e+02 -2.497226892390e+02
  1.737994592790e-01 -3.992399541996e+02  1.334166581139e+03
 -2.282989794563e-01  2.027992537581e+02 -6.286970292329e+02
 -1.104160300014e-01  3.932107415916e+03 -4.006905958110e+02
  4.753646700002e-02  1.792802574399e+02 -3.911767104531e+02
 -1.260375289651e-01 -1.175519002512e+03  1.078917271940e+02
  1.493269447788e-01 -1.156491247969e+03 -8.815532967918e+02
  2.505222349116e-01  2.125261150226e+03  5.271405158113e+02
 -3.683170932055e-01 -2.859674289660e+02 -7.793544591443e+02
  1.577051140744e-01 -1.009426030469e+03 -1.201704593132e+03
