  1.160775060720e-01 -9.944076592739e+02  1.681483130184e+03
  2.295204481617e-01  9.887647914473e+01  1.524297747240e+03
  2.241758767645e-01  8.756730581052e+02 -2.728471278381e+03
 -1.887103681581e-01  2.551573352352e+01 -2.300826221248e+02
  7.975610515441e-02 -1.599978278510e+03 -6.502537573573e+02
  2.334750818602e-02  8.696364180818e+02 -1.849726529968e+03
 -3.367222291166e-01  7.062839556562e+02  1.903053424246e+03
  3.840391963698e-01 -6.328389730655e+02  1.390155644706e+03
 -1.146043946295e-01 -2.023797889493e+01 -1.587390555107e+03
 -3.018745708645e-01  1.660838687452e+03  2.682720430261e+03
 -1.552197664068e-02 -2.460625018794e+02 -3.664534071485e+02
 -4.296284196720e-02 -1.396073553711e+03 -9.247054599965e+02
  1.087083767281e-01  1.781633767059e+03  9.802272276703e+02
  3.220444508241e-01 -8.502726610638e+02  1.699657077216e+02
 -2.714351891995e-01  4.314503525290e+02 -4.404834761421e+02
 -9.758934299250e-03  1.031070499578e+03  1.853675270537e+03
  3.232490476556e-01  1.898577379972e+03 -8.337524624502e+02
 -9.857980617259e-02 -1.092169238099e+03 -2.250918218853e+03
  1.391451317585e-01  1.265008843569e+03  2.388349722488e+02
 -3.378974504494e-01 -6.134957109442e+02 -2.013929505267e+02
  9.849649966840e-02 -1.742447956667e+03  1.483855848018e+03
 -1.534172803983e-01  1.251823429703e+03 -2.215510718741e+03
  2.079603848032e-01  2.274332387072e+02 -6.243670342737e+02
  9.135382207105e-03  4.130605389406e+03  5.108737665895e+02
  6.454447257253e-02  1.005642040108e+03 -1.074550681503e+03
