        25 
             1    32.5925700  -116.1620000     0.0000000
             2    32.9784200  -118.7711000     0.0000000
             3    35.7330300  -116.5285000     0.0000000
             4    35.0276600  -119.1860000     0.0000000
             5    34.2858000  -117.9934000     0.0000000
             6    34.1989600  -116.4294000     0.0000000
             7    36.0179400  -117.8815000     0.0000000
             8    34.3608000  -117.6680000     0.0000000
             9    32.3382000  -117.9078000     0.0000000
            10    33.6555700  -119.3447000     0.0000000
            11    36.0047600  -119.9012000     0.0000000
            12    34.5769100  -116.2734000     0.0000000
            13    32.2582100  -115.2317000     0.0000000
            14    34.2093600  -118.5359000     0.0000000
            15    32.9882400  -117.8280000     0.0000000
            16    32.8926400  -115.5177000     0.0000000
            17    35.3981500  -118.6447000     0.0000000
            18    34.9763800  -116.8185000     0.0000000
            19    33.4957600  -116.4987000     0.0000000
            20    34.4965500  -118.5412000     0.0000000
            21    35.2236200  -118.0706000     0.0000000
            22    33.6401100  -116.7143000     0.0000000
            23    33.0636400  -116.8003000     0.0000000
            24    33.3087500  -115.6841000     0.0000000
            25    34.2001600  -116.8201000     0.0000000
