        20 
         1      3.104472522097e+04      6.079703648838e+04      0.000000000000e+00
         2      2.395150866684e+05      7.104061958404e+04      0.000000000000e+00
         3      7.968881497997e+04      6.734942668749e+04      0.000000000000e+00
         4      3.371009534081e+05      5.744926570629e+04      0.000000000000e+00
         5      3.821858757038e+05      5.841505685385e+04      0.000000000000e+00
         6      3.865187807492e+05      6.033451258829e+04      0.000000000000e+00
         7      2.490147113304e+05      6.334635764830e+04      0.000000000000e+00
         8      2.399850227775e+05      6.704797568225e+04      0.000000000000e+00
         9      1.282038883877e+05      7.456149068043e+04      0.000000000000e+00
        10      1.910908243585e+05      6.715844774353e+04      0.000000000000e+00
        11      2.841463716857e+05      5.771312236034e+04      0.000000000000e+00
        12      1.506069393427e+05      7.219563449265e+04      0.000000000000e+00
        13      2.022193672690e+05      7.190394047522e+04      0.000000000000e+00
        14      1.767559750135e+05      7.153249329372e+04      0.000000000000e+00
        15      1.166443938551e+05      6.374514187531e+04      0.000000000000e+00
        16      3.491071047360e+05      6.868878925926e+04      0.000000000000e+00
        17      2.530517225173e+05      7.250694793697e+04      0.000000000000e+00
        18      2.228529075336e+05      7.590105063165e+04      0.000000000000e+00
        19      2.542870317886e+04      5.828481490287e+04      0.000000000000e+00
        20      8.215179594613e+04      5.666913844248e+04      0.000000000000e+00
