        25 
             1  -116.1502476    32.5487082     0.0000000
             2  -118.7861943    32.9352745     0.0000000
             3  -116.5490987    35.7747733     0.0000000
             4  -119.1402958    35.0027438     0.0000000
             5  -117.9625527    34.2487586     0.0000000
             6  -116.3780325    34.1842423     0.0000000
             7  -117.8529567    35.9793565     0.0000000
             8  -117.6146892    34.3515791     0.0000000
             9  -117.8749143    32.3028500     0.0000000
            10  -119.3464131    33.6106265     0.0000000
            11  -119.8514093    35.9847818     0.0000000
            12  -116.2382812    34.6113510     0.0000000
            13  -115.2707738    32.2887139     0.0000000
            14  -118.5324496    34.2542355     0.0000000
            15  -117.8744147    32.9657484     0.0000000
            16  -115.5707019    32.8862295     0.0000000
            17  -118.5907123    35.3889286     0.0000000
            18  -116.7637974    34.9728042     0.0000000
            19  -116.5506640    33.4837669     0.0000000
            20  -118.5942287    34.5071397     0.0000000
            21  -118.0740931    35.2684955     0.0000000
            22  -116.7057706    33.5957085     0.0000000
            23  -116.8321254    33.0998458     0.0000000
            24  -115.6689489    33.2656044     0.0000000
            25  -116.8708968    34.2161973     0.0000000
